question,answer,hint1,hint2,distractor1,distractor2,distractor3,category,style,difficulty,emoji
Add 26 and 0 together. What is the total?,26,It is a number.,It is between 25 and 27.,49,11,52,math,rhyming,medium,🧮
People often forget I have 5 letters. I am a nature.,river,It belongs to the nature group.,It ends with 'R'.,sleet,leaf,mountain,nature,lateral,tricky,🌿
My name rhymes with 'rizza'. I am part of the food family.,pizza,It belongs to the food group.,It has 5 letters.,bread,cantaloupe,noodle,food,rhyming,medium,🍎
Take away my first letter and you get something else. Put it back and I am this animals.,spider,It belongs to the animals group.,It ends with 'R'.,toad,falcon,slug,animals,wordplay,tricky,🐾
People often forget I have 4 letters. I am a nature.,stem,It belongs to the nature group.,It has 4 letters.,dark,dirt,wind,nature,lateral,medium,🌿
"If you spell my name backwards, it looks like 'rehsaw'.",washer,It belongs to the silly group.,It starts with 'W'.,lid,pan,cushion,silly,wordplay,easy,🤪
This is a well-known school. My first letter is 'C'.,chalkboard,It belongs to the school group.,It has 10 letters.,speaker,homework,bus,school,what-am-i,medium,✏️
This space is known for having 13 letters in its name.,constellation,It belongs to the space group.,It has 13 letters.,neptune,blimp,boat,space,trivia,medium,🚀
You cannot spell this food without the letter 'Z'.,zucchini,It belongs to the food group.,It starts with 'Z'.,kiwi,tomato,artichoke,food,lateral,easy,🍎
A fun fact about this nature is that its name starts with 'F' and ends with 'T'.,frost,It belongs to the nature group.,It ends with 'T'.,twilight,tundra,dew,nature,trivia,tricky,🌿
This nature is known for having 6 letters in its name.,winter,It belongs to the nature group.,It has 6 letters.,fall,mist,sea,nature,trivia,medium,🌿
You might see this silly around. It has 7 letters in its name. What could it be?,cushion,It belongs to the silly group.,It has 7 letters.,toothbrush,shelf,sofa,silly,what-am-i,medium,🤪
This is a well-known holidays. My first letter is 'Y'.,yam,It belongs to the holidays group.,It ends with 'M'.,confetti,ticket,harp,holidays,what-am-i,tricky,🎉
"If you spell my name backwards, it looks like 'htuom'.",mouth,It belongs to the science group.,It starts with 'M'.,liver,back,tongue,science,wordplay,easy,🔬
You cannot spell this nature without the letter 'G'.,galaxy,It belongs to the nature group.,It starts with 'G'.,desert,summer,soil,nature,lateral,easy,🌿
This sports is known for having 8 letters in its name.,lacrosse,It belongs to the sports group.,It has 8 letters.,workout,champion,hideandseek,sports,trivia,medium,⚽
I am the number that comes right after 26. What number am I?,27,It is a number.,It is greater than 26.,36,78,86,math,trivia,easy,🧮
Think of a common animals. It ends with 'L'. What is it?,seal,It belongs to the animals group.,It starts with 'S'.,bass,raven,dolphin,animals,what-am-i,easy,🐾
This animals is known for having 11 letters in its name.,caterpillar,It belongs to the animals group.,It has 11 letters.,sloth,slug,alligator,animals,trivia,medium,🐾
A fun fact about this science is that its name starts with 'H' and ends with 'R'.,hammer,It belongs to the science group.,It has 6 letters.,rubber,motion,neck,science,trivia,medium,🔬
Subtract 2 from 13 and you get the letter count of this space.,wheelbarrow,It belongs to the space group.,It starts with 'W'.,wormhole,taurus,airplane,space,math,easy,🚀
You cannot spell this sports without the letter 'H'.,hopscotch,It belongs to the sports group.,It starts with 'H'.,snowboarding,hammerthrow,cheerleading,sports,lateral,easy,⚽
Think of a common silly. It ends with 'E'. What is it?,beanie,It belongs to the silly group.,It has 6 letters.,mop,watch,plug,silly,what-am-i,medium,🤪
"If you try to rhyme with me, you might say 'utone'. What nature am I?",stone,It belongs to the nature group.,It has 5 letters.,sun,boulder,evening,nature,rhyming,medium,🌿
"If you try to rhyme with me, you might say 'uchedule'. What school am I?",schedule,It belongs to the school group.,It starts with 'S'.,whiteboard,gym,exam,school,rhyming,easy,✏️
I am a magical or cool thing. My name is 9 letters long and starts with 'S'.,superhero,It is a special character or creature.,It ends with 'O'.,ghost,goblin,alien,silly,what-am-i,easy,🤪
I am a magical or cool thing. My name is 8 letters long and starts with 'D'.,dinosaur,It is a special character or creature.,It ends with 'R'.,ghost,goblin,alien,silly,what-am-i,easy,🤪
